county,rep_unit,total,richardson,leiber,zuelke,SCATTERING,assembly_district,senate_district,congress_district
FOND DU LAC,Town of MARSHFIELD Wards 1-2,622,139,474,9,0,59,20,6
FOND DU LAC,Town of METOMEN Wards 1-2,368,82,274,12,0,42,14,6
FOND DU LAC,Town of OAKFIELD Wards 1-2,360,81,268,11,0,52,18,6
FOND DU LAC,Town of OSCEOLA Wards 1-2,1070,210,838,22,0,59,20,6
FOND DU LAC,Town of RIPON Wards 1-2,709,209,474,26,0,42,14,6
FOND DU LAC,Town of ROSENDALE Ward 1,371,94,268,9,0,53,18,6
FOND DU LAC,Town of SPRINGVALE Ward 1,381,79,291,11,0,53,18,6
FOND DU LAC,Town of TAYCHEEDAH Wards 1-6,2698,751,1900,45,2,59,20,6
FOND DU LAC,Town of WAUPUN Wards 1-2,778,165,600,13,0,53,18,6
FOND DU LAC,Village of BRANDON Ward 1,418,112,290,16,0,42,14,6
FOND DU LAC,Village of CAMPBELLSPORT Wards 1-4,874,227,628,19,0,59,20,6
FOND DU LAC,Village of EDEN Ward 1,331,76,248,7,0,52,18,6
FOND DU LAC,Village of FAIRWATER Ward 1,161,30,124,7,0,42,14,6
FOND DU LAC,VILLAGE OF KEWASKUM Ward 6,0,0,0,0,0,59,20,6
FOND DU LAC,Village of MOUNT CALVARY Ward 1,272,65,204,3,0,59,20,6
FOND DU LAC,"Village of NORTH FOND DU LAC Wards 1,2,3,4,5,6,7",1890,807,1013,70,0,53,18,6
FOND DU LAC,Village of OAKFIELD Wards 1-2,522,152,353,17,0,52,18,6
FOND DU LAC,Village of ROSENDALE Wards 1-2,495,118,355,22,0,53,18,6
FOND DU LAC,Village of ST. CLOUD Ward 1,259,67,186,6,0,59,20,6
FOND DU LAC,City of FOND DU LAC Ward 1,477,216,247,14,0,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 2,440,222,207,11,0,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 3,877,388,470,19,0,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 4,487,196,269,22,0,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 5,1097,526,541,30,0,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 6,568,248,304,16,0,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 7,558,223,314,21,0,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 8,748,331,390,26,1,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 9,489,257,215,17,0,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 10,750,323,401,26,0,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 11,387,209,161,17,0,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 12,819,372,420,26,1,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 13,417,177,219,21,0,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 14,619,255,356,8,0,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 15,705,260,436,9,0,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 16,913,411,493,9,0,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 17,980,376,582,22,0,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 18,1314,480,812,22,0,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 19,537,235,292,9,1,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 20,1039,459,566,14,0,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 21,902,407,464,30,1,52,18,6
FOND DU LAC,City of FOND DU LAC Ward 22,770,302,449,19,0,52,18,6
FOND DU LAC,City of RIPON Wards 1-3,823,325,465,33,0,42,14,6
FOND DU LAC,City of RIPON Wards 4-6,758,354,372,31,1,42,14,6
FOND DU LAC,"City of RIPON Wards 7,8",672,282,360,30,0,42,14,6
FOND DU LAC,City of RIPON Wards 9-11,840,367,444,29,0,42,14,6
FOND DU LAC,"CITY OF WAUPUN Wards 9,10,11,12",1554,432,1086,35,1,53,18,6
FOREST,Town of ALVIN Ward 1,94,22,71,1,0,36,12,7
FOREST,"Town of ARGONNE Wards 1,2",243,66,173,4,0,36,12,7
FOREST,Town of ARMSTRONG CREEK Ward 1,219,62,150,7,0,36,12,7
FOREST,Town of BLACKWELL Ward 1,55,12,43,0,0,36,12,7
FOREST,Town of CASWELL Ward 1,45,8,36,1,0,36,12,7
FOREST,"Town of CRANDON Wards 1,2",280,85,188,7,0,36,12,7
FOREST,Town of FREEDOM Ward 1,236,69,166,1,0,36,12,7
FOREST,Town of HILES Ward 1,227,67,156,4,0,36,12,7
FOREST,Town of LAONA Wards 1-4,531,172,345,14,0,36,12,7
FOREST,Town of LINCOLN Wards 1-5,461,196,257,8,0,36,12,7
FOREST,Town of NASHVILLE Wards 1-3,322,146,166,10,0,36,12,7
FOREST,Town of NASHVILLE Wards 4-5,229,72,155,2,0,36,12,7
FOREST,Town of POPPLE RIVER Ward 1,25,8,17,0,0,36,12,7
FOREST,Town of ROSS Ward 1,80,7,68,5,0,36,12,7
FOREST,"Town of WABENO Wards 1,2,3,4",384,146,225,13,0,36,12,7
FOREST,City of CRANDON Wards 1-4,650,201,433,16,0,36,12,7
GRANT,Town of BEETOWN Wards 1-2,270,52,214,4,0,49,17,3
GRANT,Town of BLOOMINGTON Ward 1,170,54,114,2,0,49,17,3
GRANT,Town of BOSCOBEL Wards 1-3,170,68,98,4,0,49,17,3
GRANT,Town of CASSVILLE Wards 1-2,169,40,123,6,0,49,17,3
GRANT,Town of CASTLE ROCK Ward 1,126,49,75,2,0,49,17,3
GRANT,Town of CLIFTON Ward 1,106,46,60,0,0,49,17,3
GRANT,Town of ELLENBORO Ward 1,264,75,186,3,0,49,17,3
GRANT,Town of FENNIMORE Wards 1-2,201,75,123,3,0,49,17,3
GRANT,Town of GLEN HAVEN Ward 1,159,36,118,5,0,49,17,3
GRANT,Town of HARRISON Ward 1,256,84,168,4,0,49,17,3
GRANT,Town of HAZEL GREEN Wards 1-2,489,218,262,9,0,49,17,3
GRANT,Town of HICKORY GROVE Ward 1,147,49,93,5,0,49,17,3
GRANT,Town of JAMESTOWN Wards 1-3,1004,338,648,18,0,49,17,3
GRANT,Town of LIBERTY Ward 1,191,47,140,4,0,49,17,3
GRANT,Town of LIMA Ward 1,325,130,186,9,0,49,17,3
GRANT,Town of LITTLE GRANT Ward 1,132,33,99,0,0,49,17,3
GRANT,Town of MARION Ward 1,202,64,134,4,0,49,17,3
GRANT,Town of MILLVILLE Ward 1,73,32,40,1,0,49,17,3
GRANT,Town of MOUNT HOPE Ward 1,80,23,56,1,0,49,17,3
GRANT,Town of MOUNT IDA Ward 1,212,57,152,3,0,49,17,3
GRANT,Town of MUSCODA Ward 1,278,96,176,6,0,49,17,3
GRANT,Town of NORTH LANCASTER Ward 1,254,79,169,6,0,49,17,3
GRANT,Town of PARIS Wards 1-2,360,117,241,2,0,49,17,3
GRANT,Town of PATCH GROVE Ward 1,120,46,70,4,0,49,17,3
GRANT,"Town of PLATTEVILLE Wards 1,2",721,333,370,18,0,49,17,3
GRANT,Town of POTOSI Wards 1-2,393,137,247,9,0,49,17,3
GRANT,Town of SMELSER Wards 1-2,407,150,250,6,1,49,17,3
GRANT,"Town of SOUTH LANCASTER Wards 1,2",312,105,201,6,0,49,17,3
GRANT,Town of WATERLOO Ward 1,262,77,182,3,0,49,17,3
GRANT,Town of WATTERSTOWN Wards 1-2,166,58,103,5,0,49,17,3
GRANT,Town of WINGVILLE Ward 1,150,64,82,4,0,49,17,3
GRANT,Town of WOODMAN Ward 1,81,24,57,0,0,49,17,3
GRANT,Town of WYALUSING Ward 1,174,67,103,4,0,49,17,3
GRANT,Village of BAGLEY Ward 1,153,65,84,4,0,49,17,3
GRANT,Village of BLOOMINGTON Ward 1,286,94,185,7,0,49,17,3
GRANT,Village of BLUE RIVER Ward 1,166,76,89,1,0,49,17,3
GRANT,Village of CASSVILLE Wards 1-2,363,151,203,9,0,49,17,3
GRANT,Village of DICKEYVILLE Wards 1-2,473,180,287,6,0,49,17,3
GRANT,Village of HAZEL GREEN Wards 1-2,447,199,239,9,0,49,17,3
GRANT,Village of LIVINGSTON Ward 1,274,133,132,9,0,49,17,3
GRANT,Village of MONTFORT Ward 1,232,111,112,9,0,49,17,3
GRANT,Village of MOUNT HOPE Ward 1,63,24,32,7,0,49,17,3
GRANT,Village of MUSCODA Wards 1-2,413,178,223,11,1,49,17,3
GRANT,Village of PATCH GROVE Ward 1,63,27,33,3,0,49,17,3
GRANT,Village of POTOSI Ward 1,293,100,185,8,0,49,17,3
GRANT,Village of TENNYSON Ward 1,148,47,97,4,0,49,17,3
GRANT,Village of WOODMAN Ward 1,35,10,22,3,0,49,17,3
GRANT,City of BOSCOBEL Wards 1-8,1002,484,496,22,0,49,17,3
GRANT,City of CUBA CITY Wards 1-4,765,390,354,21,0,49,17,3
GRANT,City of FENNIMORE Wards 1-4,917,403,498,15,1,49,17,3
GRANT,City of LANCASTER Wards 1-6,1472,611,835,25,1,49,17,3
GRANT,City of PLATTEVILLE Wards 1-2,1068,620,413,33,2,49,17,3
GRANT,City of PLATTEVILLE Wards 3-4,1124,636,451,37,0,49,17,3
GRANT,City of PLATTEVILLE Wards 5-6,708,374,307,25,2,49,17,3
GRANT,City of PLATTEVILLE Wards 7-9,828,478,319,31,0,49,17,3
GREEN,Town of ADAMS Ward 1,281,140,134,7,0,45,15,2
GREEN,Town of ALBANY Wards 1-2,610,291,299,19,1,45,15,2
GREEN,Town of BROOKLYN Wards 1-3,682,366,302,14,0,45,15,2
GREEN,Town of CADIZ Ward 1,402,140,250,12,0,51,17,2
GREEN,Town of CLARNO Wards 1-2,584,201,367,14,2,51,17,2
GREEN,Town of DECATUR Wards 1-4,861,366,479,14,2,45,15,2
GREEN,"Town of EXETER Wards 1,2,3",1158,671,459,27,1,45,15,2
GREEN,Town of JEFFERSON Wards 1-2,552,179,362,11,0,51,17,2
GREEN,Town of JORDAN Wards 1-2,300,132,158,10,0,51,17,2
GREEN,Town of MONROE Wards 1-2,633,248,363,20,2,51,17,2
GREEN,Town of MOUNT PLEASANT Wards 1-3,358,165,176,17,0,45,15,2
GREEN,Town of NEW GLARUS Wards 1-2,816,439,356,21,0,80,27,2
GREEN,Town of SPRING GROVE Ward 1,428,139,275,14,0,45,15,2
GREEN,Town of SYLVESTER Wards 1-2,571,207,347,17,0,51,17,2
GREEN,Town of WASHINGTON Ward 1,429,195,225,8,1,45,15,2
GREEN,Town of YORK Wards 1-2,590,329,242,19,0,80,27,2
GREEN,Village of ALBANY Wards 1-2,389,216,150,22,1,45,15,2
GREEN,VILLAGE OF BELLEVILLE Ward 3,268,167,95,6,0,80,27,2
GREEN,VILLAGE OF BROOKLYN Ward 2,196,128,61,6,1,43,15,2
GREEN,Village of BROWNTOWN Ward 1,96,32,58,6,0,51,17,2
GREEN,Village of MONTICELLO Wards 1-2,492,287,197,8,0,45,15,2
GREEN,Village of NEW GLARUS Wards 1-4,1121,760,329,32,0,80,27,2
GREEN,City of BRODHEAD Wards 1-6,1097,554,510,32,1,45,15,2
GREEN,City of MONROE Wards 1-9,4211,2280,1807,123,1,51,17,2
GREEN,City of MONROE Ward 10,0,0,0,0,0,51,17,2
GREEN LAKE,Town of BERLIN Wards 1-3,623,128,480,15,0,41,14,6
GREEN LAKE,Town of BROOKLYN Wards 1-3,1158,393,731,34,0,41,14,6
GREEN LAKE,Town of GREEN LAKE Wards 1-2,710,155,546,9,0,42,14,6
GREEN LAKE,Town of KINGSTON Wards 1-2,254,57,187,10,0,42,14,6
GREEN LAKE,Town of MACKFORD Ward 1,258,36,218,4,0,42,14,6
GREEN LAKE,Town of MANCHESTER Ward 1,346,76,262,8,0,42,14,6
GREEN LAKE,Town of MARQUETTE Ward 1,263,63,191,9,0,42,14,6
GREEN LAKE,"Town of PRINCETON Wards 1,2,3",763,154,586,22,1,41,14,6
GREEN LAKE,Town of ST. MARIE Ward 1,206,50,148,8,0,41,14,6
GREEN LAKE,Town of SENECA Ward 1,191,48,138,5,0,41,14,6
GREEN LAKE,Village of KINGSTON Ward 1,157,47,105,5,0,42,14,6
GREEN LAKE,Village of MARQUETTE Ward 1,104,26,74,4,0,42,14,6
GREEN LAKE,City of BERLIN Wards 1-6,1805,663,1078,64,0,41,14,6
GREEN LAKE,City of GREEN LAKE Wards 1-4,516,195,300,21,0,41,14,6
GREEN LAKE,City of MARKESAN Wards 1-3,567,136,411,20,0,42,14,6
GREEN LAKE,City of PRINCETON Wards 1-4,513,165,329,19,0,41,14,6
IOWA,Town of ARENA Wards 1-3,764,427,318,19,0,81,27,2
IOWA,Town of BRIGHAM Wards 1-2,630,387,234,9,0,81,27,2
IOWA,Town of CLYDE Ward 1,188,110,72,5,1,51,17,2
IOWA,"Town of DODGEVILLE Wards 1,2,3",902,500,378,24,0,51,17,2
IOWA,Town of EDEN Ward 1,198,81,112,5,0,51,17,2
IOWA,Town of HIGHLAND Wards 1-4,368,159,196,12,1,51,17,2
IOWA,"Town of LINDEN Wards 1,2",350,135,208,7,0,51,17,2
IOWA,Town of MIFFLIN Ward 1,238,98,135,5,0,51,17,2
IOWA,Town of MINERAL POINT Wards 1-3,507,225,274,8,0,51,17,2
IOWA,Town of MOSCOW Ward 1,332,177,151,4,0,80,27,2
IOWA,Town of PULASKI Ward 1,153,62,87,4,0,51,17,2
IOWA,Town of RIDGEWAY Wards 1-2,347,211,129,7,0,81,27,2
IOWA,Town of WALDWICK Wards 1-3,244,125,115,4,0,80,27,2
IOWA,Town of WYOMING Ward 1,238,152,82,4,0,51,17,2
IOWA,Village of ARENA Ward 1,373,192,163,18,0,81,27,2
IOWA,Village of AVOCA Ward 1,187,82,96,9,0,51,17,2
IOWA,Village of BARNEVELD Wards 1-2,608,319,278,11,0,81,27,2
IOWA,VILLAGE OF BLANCHARDVILLE Ward 2,98,57,37,4,0,51,17,2
IOWA,Village of COBB Ward 1,218,122,89,7,0,51,17,2
IOWA,Village of HIGHLAND Ward 1,357,179,173,5,0,51,17,2
IOWA,Village of HOLLANDALE Ward 1,123,79,40,4,0,80,27,2
IOWA,Village of LINDEN Ward 1,175,94,74,7,0,51,17,2
IOWA,VILLAGE OF LIVINGSTON Ward 2,1,0,1,0,0,49,17,2
IOWA,VILLAGE OF MONTFORT Ward 2,48,31,17,0,0,49,17,2
IOWA,VILLAGE OF MUSCODA Ward 3,9,4,5,0,0,49,17,2
IOWA,Village of REWEY Ward 1,97,55,39,3,0,51,17,2
IOWA,Village of RIDGEWAY Ward 1,298,160,128,10,0,81,27,2
IOWA,City of DODGEVILLE Wards 1-10,2144,1288,793,63,0,51,17,2
IOWA,City of MINERAL POINT Wards 1-6,1235,803,411,21,0,51,17,2
IRON,Town of ANDERSON Ward 1,37,19,17,1,0,74,25,7
IRON,Town of CAREY Ward 1,88,23,65,0,0,74,25,7
IRON,Town of GURNEY Ward 1,92,39,52,1,0,74,25,7
IRON,Town of KIMBALL Ward 1,277,111,165,1,0,74,25,7
IRON,Town of KNIGHT Ward 1,106,39,65,2,0,74,25,7
IRON,Town of MERCER Wards 1-4,977,334,631,12,0,74,25,7
IRON,Town of OMA Ward 1,228,81,146,1,0,74,25,7
IRON,Town of PENCE Ward 1,94,38,54,2,0,74,25,7
IRON,Town of SAXON Ward 1,191,56,130,5,0,74,25,7
IRON,Town of SHERMAN Ward 1,201,69,131,1,0,74,25,7
IRON,City of HURLEY Ward 1,169,66,102,1,0,74,25,7
IRON,City of HURLEY Ward 2,161,73,86,2,0,74,25,7
IRON,City of HURLEY Ward 3,93,46,44,3,0,74,25,7
IRON,City of HURLEY Ward 4,150,55,94,1,0,74,25,7
IRON,City of MONTREAL Wards 1-2,372,161,205,6,0,74,25,7
JACKSON,Town of ADAMS Wards 1-3,709,282,402,25,0,69,23,3
JACKSON,Town of ALBION Wards 1-4,565,236,318,11,0,92,31,3
JACKSON,"Town of ALMA Wards 1,4-5",115,36,78,1,0,92,31,7
JACKSON,Town of ALMA Wards 2-3,292,104,181,7,0,92,31,3
JACKSON,Town of BEAR BLUFF Ward 1,75,8,66,1,0,70,24,7
JACKSON,Town of BROCKWAY Wards 1-6,667,371,277,19,0,69,23,3
JACKSON,Town of CITY POINT Ward 1,98,36,61,1,0,70,24,7
JACKSON,Town of CLEVELAND Ward 1,216,56,151,9,0,92,31,7
JACKSON,Town of CURRAN Ward 1,142,63,78,1,0,92,31,3
JACKSON,Town of FRANKLIN Ward 1,137,59,74,4,0,92,31,3
JACKSON,Town of GARDEN VALLEY Ward 1,196,55,132,9,0,92,31,7
JACKSON,Town of GARFIELD Wards 1-2,318,104,205,9,0,92,31,3
JACKSON,Town of HIXTON Wards 1-2,266,94,165,7,0,92,31,3
JACKSON,Town of IRVING Wards 1-3,317,121,186,10,0,92,31,3
JACKSON,Town of KNAPP Ward 1,161,48,106,7,0,70,24,7
JACKSON,Town of KOMENSKY Ward 1,126,93,28,5,0,69,23,3
JACKSON,Town of MANCHESTER Ward 1,356,104,239,13,0,70,24,3
JACKSON,Town of MELROSE Ward 1,187,60,125,2,0,92,31,3
JACKSON,Town of MILLSTON Wards 1-2,103,33,66,4,0,70,24,3
JACKSON,Town of NORTH BEND Ward 1,214,88,120,6,0,92,31,3
JACKSON,Town of NORTHFIELD Ward 1,288,99,180,9,0,92,31,3
JACKSON,Town of SPRINGFIELD Wards 1-2,204,88,114,2,0,92,31,3
JACKSON,Village of ALMA CENTER Ward 1,188,99,78,11,0,92,31,3
JACKSON,Village of HIXTON Ward 1,171,64,97,10,0,92,31,3
JACKSON,Village of MELROSE Ward 1,202,87,107,8,0,92,31,3
JACKSON,Village of MERRILLAN Ward 1,147,65,75,7,0,92,31,3
JACKSON,Village of MERRILLAN Ward 2,21,8,11,2,0,92,31,7
JACKSON,Village of TAYLOR Ward 1,129,55,68,6,0,92,31,3
JACKSON,City of BLACK RIVER FALLS Ward 1,398,214,173,11,0,69,23,3
JACKSON,City of BLACK RIVER FALLS Ward 2,349,185,154,10,0,69,23,3
JACKSON,City of BLACK RIVER FALLS Ward 3,150,81,67,2,0,69,23,3
JACKSON,City of BLACK RIVER FALLS Ward 4,369,171,185,13,0,69,23,3
JEFFERSON,Town of AZTALAN Wards 1-3,749,287,452,10,0,38,13,5
JEFFERSON,Town of COLD SPRING Ward 1,407,143,251,13,0,33,11,5
JEFFERSON,"Town of CONCORD Wards 1,2",1088,319,743,26,0,38,13,5
JEFFERSON,Town of FARMINGTON Wards 1-3,822,214,585,23,0,38,13,5
JEFFERSON,Town of HEBRON Wards 1-2,582,181,388,13,0,33,11,5
JEFFERSON,Town of IXONIA Wards 1-6,2548,640,1864,44,0,38,13,5
JEFFERSON,Town of JEFFERSON Wards 1-4,1035,342,669,24,0,33,11,5
JEFFERSON,Town of KOSHKONONG Wards 1-6,1893,685,1162,44,2,33,11,5
JEFFERSON,Town of LAKE MILLS Wards 1-3,1242,615,602,25,0,38,13,5
JEFFERSON,Town of MILFORD Wards 1-2,586,216,359,11,0,38,13,5
JEFFERSON,Town of OAKLAND Wards 1-4,1852,949,855,46,2,33,11,5
JEFFERSON,Town of PALMYRA Wards 1-2,696,208,468,19,1,33,11,5
JEFFERSON,Town of SULLIVAN Wards 1-4,1192,305,847,39,1,33,11,5
JEFFERSON,Town of SUMNER Ward 1,489,187,289,13,0,33,11,5
JEFFERSON,Town of WATERLOO Ward 1,495,182,300,13,0,38,13,5
JEFFERSON,Town of WATERTOWN Wards 1-2,1129,287,815,26,1,38,13,5
JEFFERSON,VILLAGE OF CAMBRIDGE Ward 1,45,22,20,3,0,38,13,5
JEFFERSON,Village of JOHNSON CREEK Wards 1-4,1338,526,782,28,2,38,13,5
JEFFERSON,VILLAGE OF LAC LA BELLE Ward 2,0,0,0,0,0,99,33,5
JEFFERSON,Village of PALMYRA Wards 1-2,739,213,501,24,1,33,11,5
JEFFERSON,Village of SULLIVAN Ward 1,305,90,204,11,0,33,11,5
JEFFERSON,City of FORT ATKINSON Wards 1-12,4962,2639,2183,135,5,33,11,5
JEFFERSON,City of JEFFERSON Wards 1-10,3061,1421,1563,76,1,33,11,5
JEFFERSON,City of LAKE MILLS Wards 1-8,3127,1630,1422,73,2,38,13,5
JEFFERSON,City of WATERLOO Wards 1-5,1436,666,728,42,0,38,13,5
JEFFERSON,City of WATERTOWN Wards 9-10,761,279,462,20,0,37,13,5
JEFFERSON,City of WATERTOWN Wards 11-13,791,263,489,39,0,37,13,5
JEFFERSON,City of WATERTOWN Wards 14-15,612,230,357,24,1,37,13,5
JEFFERSON,City of WATERTOWN Wards 16-17,1072,385,661,26,0,37,13,5
JEFFERSON,City of WATERTOWN Wards 18-19,980,369,591,20,0,37,13,5
JEFFERSON,City of WATERTOWN Wards 20-22,1232,393,795,42,2,37,13,5
JEFFERSON,CITY OF WHITEWATER Wards 11-12,441,256,174,11,0,33,11,5
JEFFERSON,CITY OF WHITEWATER Ward 13,313,176,125,10,2,33,11,5
JUNEAU,Town of ARMENIA Ward 1,351,106,237,8,0,50,17,7
JUNEAU,Town of CLEARFIELD Ward 1,294,88,197,9,0,50,17,7
JUNEAU,Town of CLEARFIELD Ward 2,78,22,51,5,0,50,17,3
JUNEAU,Town of CUTLER Ward 1,187,53,125,9,0,50,17,7
JUNEAU,Town of FINLEY Ward 1,49,10,36,3,0,50,17,7
JUNEAU,Town of FOUNTAIN Wards 1-2,278,84,184,10,0,50,17,3
JUNEAU,Town of GERMANTOWN Ward 1,443,128,303,12,0,50,17,7
JUNEAU,Town of GERMANTOWN Wards 2-3,438,117,315,6,0,50,17,3
JUNEAU,Town of KILDARE Wards 1-3,307,103,197,7,0,50,17,3
JUNEAU,Town of KINGSTON Ward 1,14,1,12,1,0,50,17,7
JUNEAU,Town of LEMONWEIR Wards 1-4,685,244,424,17,0,50,17,3
JUNEAU,Town of LINDINA Ward 1,374,146,217,11,0,50,17,3
JUNEAU,Town of LISBON Ward 1,426,146,272,7,1,50,17,3
JUNEAU,Town of LISBON Ward 2,3,1,2,0,0,50,17,7
JUNEAU,Town of LYNDON Wards 1-3,597,252,324,21,0,50,17,3
JUNEAU,Town of MARION Ward 1,190,43,144,3,0,50,17,3
JUNEAU,Town of NECEDAH Wards 1-6,1107,282,790,35,0,50,17,7
JUNEAU,Town of ORANGE Ward 1,337,161,168,8,0,50,17,3
JUNEAU,Town of PLYMOUTH Ward 1,291,94,187,10,0,50,17,3
JUNEAU,Town of SEVEN MILE CREEK Wards 1-2,164,55,105,4,0,50,17,3
JUNEAU,Town of SUMMIT Ward 1,310,86,214,10,0,50,17,3
JUNEAU,Town of WONEWOC Wards 1-2,303,104,194,5,0,50,17,3
JUNEAU,Village of CAMP DOUGLAS Ward 1,224,68,142,14,0,50,17,3
JUNEAU,Village of HUSTLER Ward 1,81,35,43,3,0,50,17,3
JUNEAU,Village of LYNDON STATION Ward 1,180,80,96,3,1,50,17,3
JUNEAU,Village of NECEDAH Ward 1,345,139,199,7,0,50,17,7
JUNEAU,Village of UNION CENTER Ward 1,95,21,72,2,0,50,17,3
JUNEAU,Village of WONEWOC Ward 1,255,87,157,11,0,50,17,3
JUNEAU,"City of ELROY Wards 1,2,3,4,5,6",441,203,227,11,0,50,17,3
JUNEAU,City of MAUSTON Wards 1-7,1357,607,706,44,0,50,17,3
JUNEAU,City of NEW LISBON Wards 1-7,484,151,316,17,0,50,17,3
JUNEAU,CITY OF WISCONSIN DELLS Ward 7,0,0,0,0,0,41,14,3
KENOSHA,Town of BRIGHTON Wards 1-4,829,208,603,18,0,61,21,1
KENOSHA,Town of PARIS Wards 1-2,830,232,578,20,0,61,21,1
KENOSHA,"Town of RANDALL Wards 1,2,3,4,5,6",1552,464,1058,30,0,61,21,1
KENOSHA,"Town of SOMERS Wards 1,4",63,34,29,0,0,61,21,1
KENOSHA,Town of SOMERS Wards 2-3,382,160,215,7,0,64,22,1
KENOSHA,"Town of WHEATLAND Wards 1,2,3,4,5",1652,524,1093,33,2,32,11,1
KENOSHA,Village of BRISTOL Wards 1-7,2524,818,1644,61,1,61,21,1
KENOSHA,VILLAGE OF GENOA CITY Ward 6,0,0,0,0,0,32,11,1
KENOSHA,Village of PADDOCK LAKE Wards 1-6,1265,413,811,40,1,61,21,1
KENOSHA,Village of PLEASANT PRAIRIE Wards 1-3,2342,1055,1245,40,2,61,21,1
KENOSHA,Village of PLEASANT PRAIRIE Wards 4-5,1358,500,834,24,0,61,21,1
KENOSHA,Village of PLEASANT PRAIRIE Wards 6-7,1527,719,781,27,0,61,21,1
KENOSHA,Village of PLEASANT PRAIRIE Wards 8-10,1707,557,1123,27,0,61,21,1
KENOSHA,Village of PLEASANT PRAIRIE Ward 11,678,289,368,21,0,61,21,1
KENOSHA,Village of PLEASANT PRAIRIE Wards 12-16,2480,1109,1321,50,0,61,21,1
KENOSHA,Village of SALEM LAKES Wards 1-6,2786,908,1807,70,1,61,21,1
KENOSHA,Village of SALEM LAKES Wards 7-10,2284,734,1502,48,0,61,21,1
KENOSHA,Village of SALEM LAKES Wards 11-13,1348,426,890,30,2,61,21,1
KENOSHA,Village of SOMERS Wards 1-4,1352,599,724,29,0,61,21,1
KENOSHA,"Village of SOMERS Wards 5-6,9-10",1178,553,606,19,0,64,22,1
KENOSHA,Village of SOMERS Wards 7-8,599,319,270,10,0,64,22,1
KENOSHA,Village of SOMERS Wards 11-12,843,320,508,15,0,64,22,1
KENOSHA,Village of SOMERS Ward 13,0,0,0,0,0,61,21,1
KENOSHA,Village of TWIN LAKES Wards 1-11,2594,881,1648,64,1,61,21,1
KENOSHA,City of KENOSHA Ward 1,1097,604,475,18,0,64,22,1
KENOSHA,City of KENOSHA Ward 2,579,312,253,14,0,64,22,1
KENOSHA,City of KENOSHA Ward 3,495,296,195,3,1,64,22,1
KENOSHA,City of KENOSHA Ward 4,216,111,102,3,0,64,22,1
KENOSHA,City of KENOSHA Ward 5,406,291,111,4,0,64,22,1
KENOSHA,City of KENOSHA Ward 6,606,383,209,14,0,64,22,1
KENOSHA,City of KENOSHA Ward 7,357,221,127,9,0,64,22,1
KENOSHA,City of KENOSHA Ward 8,447,230,210,7,0,64,22,1
KENOSHA,City of KENOSHA Ward 9,1097,652,424,20,1,64,22,1
KENOSHA,City of KENOSHA Ward 10,177,97,74,6,0,64,22,1
KENOSHA,City of KENOSHA Ward 11,1019,556,450,13,0,64,22,1
KENOSHA,City of KENOSHA Ward 12,682,401,265,15,1,64,22,1
KENOSHA,City of KENOSHA Ward 13,1033,535,479,19,0,64,22,1
KENOSHA,City of KENOSHA Ward 14,651,338,291,22,0,64,22,1
KENOSHA,City of KENOSHA Ward 15,373,263,101,9,0,65,22,1
KENOSHA,City of KENOSHA Ward 16,290,216,68,6,0,65,22,1
KENOSHA,City of KENOSHA Ward 17,214,140,69,4,1,65,22,1
KENOSHA,City of KENOSHA Ward 18,545,338,191,15,1,65,22,1
KENOSHA,City of KENOSHA Ward 19,137,77,58,2,0,65,22,1
KENOSHA,City of KENOSHA Ward 20,190,116,69,5,0,65,22,1
KENOSHA,City of KENOSHA Ward 21,144,102,38,4,0,65,22,1
KENOSHA,City of KENOSHA Ward 22,274,213,55,4,2,65,22,1
KENOSHA,City of KENOSHA Ward 23,268,172,89,7,0,65,22,1
KENOSHA,City of KENOSHA Ward 24,621,359,254,7,1,65,22,1
KENOSHA,City of KENOSHA Ward 25,1207,725,459,22,1,65,22,1
KENOSHA,City of KENOSHA Ward 26,478,251,219,8,0,65,22,1
KENOSHA,City of KENOSHA Ward 27,155,105,42,8,0,65,22,1
KENOSHA,City of KENOSHA Ward 28,245,185,51,9,0,65,22,1
KENOSHA,City of KENOSHA Ward 29,117,78,39,0,0,65,22,1
KENOSHA,City of KENOSHA Ward 30,453,303,140,10,0,65,22,1
