county,rep_unit,assembly_district,senate_district,congress_district
WAUKESHA,City of NEW BERLIN Ward 2,15,5,5
WAUKESHA,City of NEW BERLIN Ward 20,15,5,5
WAUKESHA,City of NEW BERLIN Ward 21,15,5,5
WAUKESHA,City of NEW BERLIN Ward 3,15,5,5
WAUKESHA,City of NEW BERLIN Ward 4,15,5,5
WAUKESHA,City of NEW BERLIN Ward 5,15,5,5
WAUKESHA,City of NEW BERLIN Ward 6,15,5,5
WAUKESHA,City of NEW BERLIN Ward 7,15,5,5
WAUKESHA,City of NEW BERLIN Ward 8,15,5,5
WAUKESHA,City of NEW BERLIN Ward 9,15,5,5
WAUKESHA,"Village of WAUKESHA Wards 6-7,9-11",15,5,5
MILWAUKEE,City of MILWAUKEE Ward 102,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 103,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 104,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 105,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 106,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 107,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 134,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 135,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 137,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 138,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 139,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 140,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 142,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 143,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 144,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 145,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 146,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 147,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 148,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 166,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 167,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 168,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 169,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 170,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 171,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 172,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 173,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 183,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 184,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 185,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 186,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 187,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 188,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 196,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 329,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 331,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 332,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 335,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 336,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 353,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 354,16,6,4
MILWAUKEE,City of MILWAUKEE Ward 159,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 160,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 161,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 319,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 320,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 321,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 322,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 323,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 324,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 325,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 326,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 327,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 328,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 43,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 61,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 63,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 64,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 65,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 66,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 67,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 68,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 69,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 70,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 71,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 72,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 73,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 74,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 79,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 80,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 81,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 83,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 85,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 86,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 87,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 88,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 89,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 90,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 91,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 92,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 93,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 94,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 95,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 96,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 97,17,6,4
MILWAUKEE,City of MILWAUKEE Ward 100,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 101,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 149,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 150,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 151,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 152,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 153,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 154,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 155,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 157,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 163,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 164,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 165,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 189,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 190,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 191,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 192,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 193,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 194,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 195,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 197,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 198,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 199,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 200,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 209,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 333,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 334,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 62,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 84,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 98,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 99,18,6,4
MILWAUKEE,City of WAUWATOSA Ward 10,18,6,4
MILWAUKEE,City of WAUWATOSA Ward 11,18,6,4
MILWAUKEE,City of WAUWATOSA Ward 12B,18,6,4
MILWAUKEE,City of WAUWATOSA Ward 2B,18,6,4
MILWAUKEE,City of WAUWATOSA Ward 3,18,6,4
MILWAUKEE,City of WAUWATOSA Ward 4A,18,6,4
MILWAUKEE,City of WAUWATOSA Ward 6B,18,6,4
MILWAUKEE,City of MILWAUKEE Ward 122,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 123,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 124,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 125,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 126,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 127,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 128,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 129,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 130,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 131,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 132,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 133,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 141,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 156,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 158,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 162,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 174,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 175,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 176,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 177,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 178,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 179,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 180,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 181,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 182,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 236,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 237,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 238,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 239,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 241,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 340,19,7,4
MILWAUKEE,City of MILWAUKEE Ward 341,19,7,4
MILWAUKEE,City of CUDAHY Wards 1-3,20,7,1
MILWAUKEE,City of CUDAHY Wards 10-12,20,7,1
MILWAUKEE,City of CUDAHY Wards 13-15,20,7,1
MILWAUKEE,City of CUDAHY Wards 4-6,20,7,1
MILWAUKEE,City of CUDAHY Wards 7-9,20,7,1
MILWAUKEE,City of MILWAUKEE Ward 240,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 281,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 282,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 284,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 285,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 286,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 287,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 288,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 289,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 290,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 291,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 292,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 293,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 300,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 301,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 302,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 303,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 304,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 313,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 314,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 347,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 348,20,7,4
MILWAUKEE,City of MILWAUKEE Ward 352,20,7,4
MILWAUKEE,City of ST. FRANCIS Wards 1-4,20,7,1
MILWAUKEE,City of ST. FRANCIS Wards 5-8,20,7,1
MILWAUKEE,City of ST. FRANCIS Wards 9-12,20,7,1
MILWAUKEE,City of FRANKLIN Ward 12B,21,7,1
MILWAUKEE,City of FRANKLIN Ward 15A,21,7,1
MILWAUKEE,City of FRANKLIN Ward 15C,21,7,1
MILWAUKEE,City of FRANKLIN Ward 1A,21,7,1
MILWAUKEE,City of OAK CREEK Ward 1,21,7,1
MILWAUKEE,City of OAK CREEK Ward 10,21,7,1
MILWAUKEE,City of OAK CREEK Ward 11,21,7,1
MILWAUKEE,City of OAK CREEK Ward 12,21,7,1
MILWAUKEE,City of OAK CREEK Ward 13,21,7,1
MILWAUKEE,City of OAK CREEK Ward 14,21,7,1
MILWAUKEE,City of OAK CREEK Ward 15,21,7,1
MILWAUKEE,City of OAK CREEK Ward 16,21,7,1
MILWAUKEE,City of OAK CREEK Ward 17,21,7,1
MILWAUKEE,City of OAK CREEK Ward 18,21,7,1
MILWAUKEE,City of OAK CREEK Ward 2,21,7,1
MILWAUKEE,City of OAK CREEK Ward 3,21,7,1
MILWAUKEE,City of OAK CREEK Ward 4,21,7,1
MILWAUKEE,City of OAK CREEK Ward 5,21,7,1
MILWAUKEE,City of OAK CREEK Ward 6,21,7,1
MILWAUKEE,City of OAK CREEK Ward 7,21,7,1
MILWAUKEE,City of OAK CREEK Ward 8,21,7,1
MILWAUKEE,City of OAK CREEK Ward 9,21,7,1
MILWAUKEE,City of SOUTH MILWAUKEE Wards 1-4,21,7,1
MILWAUKEE,City of SOUTH MILWAUKEE Wards 13-16,21,7,1
MILWAUKEE,City of SOUTH MILWAUKEE Wards 5-8,21,7,1
MILWAUKEE,City of SOUTH MILWAUKEE Wards 9-12,21,7,1
WASHINGTON,Town of ERIN Wards 1-5,22,8,5
WASHINGTON,Village of RICHFIELD Wards 1-2,22,8,5
WASHINGTON,Village of RICHFIELD Wards 3-4,22,8,5
WASHINGTON,Village of RICHFIELD Wards 5-6,22,8,5
WASHINGTON,Village of RICHFIELD Wards 7-9,22,8,5
WAUKESHA,City of BROOKFIELD Ward 22,22,8,5
WAUKESHA,CITY OF MILWAUKEE Ward 317,22,8,5
WAUKESHA,"Town of LISBON Wards 1,7",22,8,5
WAUKESHA,Town of LISBON Wards 2-3,22,8,5
WAUKESHA,Village of BUTLER Wards 1-3,22,8,5
WAUKESHA,Village of LANNON Wards 1-2,22,8,5
WAUKESHA,Village of MENOMONEE FALLS Ward 10,22,8,5
WAUKESHA,Village of MENOMONEE FALLS Ward 12,22,8,5
WAUKESHA,Village of MENOMONEE FALLS Ward 13,22,8,5
WAUKESHA,Village of MENOMONEE FALLS Ward 14,22,8,5
WAUKESHA,Village of MENOMONEE FALLS Ward 15,22,8,5
WAUKESHA,Village of MENOMONEE FALLS Ward 16,22,8,5
WAUKESHA,Village of MENOMONEE FALLS Ward 17,22,8,5
WAUKESHA,Village of MENOMONEE FALLS Ward 18,22,8,5
WAUKESHA,Village of MENOMONEE FALLS Ward 19,22,8,5
WAUKESHA,Village of MENOMONEE FALLS Ward 20,22,8,5
WAUKESHA,Village of MENOMONEE FALLS Ward 21,22,8,5
WAUKESHA,Village of MENOMONEE FALLS Ward 22,22,8,5
WAUKESHA,Village of MENOMONEE FALLS Ward 23,22,8,5
WAUKESHA,Village of MENOMONEE FALLS Ward 24,22,8,5
WAUKESHA,Village of MENOMONEE FALLS Ward 25,22,8,5
WAUKESHA,Village of MENOMONEE FALLS Ward 26,22,8,5
WAUKESHA,Village of MENOMONEE FALLS Ward 8,22,8,5
WAUKESHA,Village of SUSSEX Ward 5,22,8,5
WAUKESHA,Village of SUSSEX Wards 1-2,22,8,5
WAUKESHA,"Village of SUSSEX Wards 3-4,8,11",22,8,5
WAUKESHA,Village of SUSSEX Wards 6-7,22,8,5
MILWAUKEE,Village of BAYSIDE Ward 5,23,8,4
MILWAUKEE,"Village of BAYSIDE Wards 1,3",23,8,4
MILWAUKEE,"Village of BAYSIDE Wards 2,4",23,8,4
MILWAUKEE,Village of BROWN DEER Wards 1-2,23,8,4
MILWAUKEE,"Village of BROWN DEER Wards 4,7",23,8,4
MILWAUKEE,Village of BROWN DEER Wards 5-6,23,8,4
MILWAUKEE,Village of FOX POINT Wards 1-4,23,8,4
MILWAUKEE,Village of FOX POINT Wards 5-9,23,8,4
MILWAUKEE,"Village of RIVER HILLS Wards 1,2",23,8,4
MILWAUKEE,Village of WHITEFISH BAY Ward 12,23,8,4
MILWAUKEE,Village of WHITEFISH BAY Ward 7,23,8,4
MILWAUKEE,Village of WHITEFISH BAY Wards 1-2,23,8,4
MILWAUKEE,Village of WHITEFISH BAY Wards 3-4,23,8,4
MILWAUKEE,Village of WHITEFISH BAY Wards 5-6,23,8,4
MILWAUKEE,"Village of WHITEFISH BAY Wards 8,10",23,8,4
MILWAUKEE,"Village of WHITEFISH BAY Wards 9,11",23,8,4
OZAUKEE,City of MEQUON Ward 13,23,8,6
OZAUKEE,City of MEQUON Ward 2A,23,8,6
OZAUKEE,City of MEQUON Ward 5,23,8,6
OZAUKEE,City of MEQUON Wards 14-16,23,8,6
OZAUKEE,City of MEQUON Wards 17-18,23,8,6
OZAUKEE,City of MEQUON Wards 19-20,23,8,6
OZAUKEE,"City of MEQUON Wards 7,8",23,8,6
OZAUKEE,"City of MEQUON Wards 9,11",23,8,6
OZAUKEE,VILLAGE OF BAYSIDE Ward 6,23,8,6
OZAUKEE,Village of THIENSVILLE Wards 1-2,23,8,6
OZAUKEE,Village of THIENSVILLE Wards 3-4,23,8,6
OZAUKEE,City of MEQUON Ward 12,24,8,6
OZAUKEE,City of MEQUON Ward 4,24,8,6
OZAUKEE,City of MEQUON Ward 6,24,8,6
OZAUKEE,City of MEQUON Wards 1-3,24,8,6
OZAUKEE,"City of MEQUON Wards 10,11A",24,8,6
OZAUKEE,City of PORT WASHINGTON Ward 8,24,8,6
OZAUKEE,"Town of GRAFTON Wards 1-2,5",24,8,6
OZAUKEE,"Town of GRAFTON Wards 3-4,6",24,8,6
OZAUKEE,Village of GRAFTON Wards 1-2,24,8,6
OZAUKEE,Village of GRAFTON Wards 11-12,24,8,6
OZAUKEE,Village of GRAFTON Wards 13-14,24,8,6
OZAUKEE,Village of GRAFTON Wards 3-4,24,8,6
OZAUKEE,Village of GRAFTON Wards 5-6,24,8,6
OZAUKEE,Village of GRAFTON Wards 7-8,24,8,6
OZAUKEE,Village of GRAFTON Wards 9-10,24,8,6
WASHINGTON,CITY OF MILWAUKEE Ward 316,24,8,5
WASHINGTON,Town of GERMANTOWN Ward 1,24,8,5
WASHINGTON,Village of GERMANTOWN Wards 1-4,24,8,5
WASHINGTON,Village of GERMANTOWN Wards 12-14,24,8,5
WASHINGTON,Village of GERMANTOWN Wards 5-8,24,8,5
WASHINGTON,Village of GERMANTOWN Wards 9-11,24,8,5
WAUKESHA,Village of MENOMONEE FALLS Ward 1,24,8,5
WAUKESHA,Village of MENOMONEE FALLS Ward 11,24,8,5
WAUKESHA,Village of MENOMONEE FALLS Ward 2,24,8,5
WAUKESHA,Village of MENOMONEE FALLS Ward 3,24,8,5
WAUKESHA,Village of MENOMONEE FALLS Ward 4,24,8,5
WAUKESHA,Village of MENOMONEE FALLS Ward 5,24,8,5
WAUKESHA,Village of MENOMONEE FALLS Ward 6,24,8,5
WAUKESHA,Village of MENOMONEE FALLS Ward 7,24,8,5
WAUKESHA,Village of MENOMONEE FALLS Ward 9,24,8,5
CALUMET,City of CHILTON Wards 1-5,25,9,8
CALUMET,Town of CHARLESTOWN Ward 1,25,9,8
MANITOWOC,City of MANITOWOC Wards 1-2,25,9,6
MANITOWOC,City of MANITOWOC Wards 11-12,25,9,6
MANITOWOC,"City of MANITOWOC Wards 13-14,23",25,9,6
MANITOWOC,City of MANITOWOC Wards 15-16,25,9,6
MANITOWOC,"City of MANITOWOC Wards 17-18,21-22",25,9,6
MANITOWOC,City of MANITOWOC Wards 19-20,25,9,6
MANITOWOC,City of MANITOWOC Wards 3-4,25,9,6
MANITOWOC,City of MANITOWOC Wards 5-6,25,9,6
MANITOWOC,City of MANITOWOC Wards 7-8,25,9,6
MANITOWOC,City of MANITOWOC Wards 9-10,25,9,6
MANITOWOC,Town of CATO Wards 1-3,25,9,6
MANITOWOC,Town of CENTERVILLE Ward 1,25,9,6
MANITOWOC,Town of EATON Ward 1,25,9,6
MANITOWOC,Town of FRANKLIN Wards 1-3,25,9,6
MANITOWOC,Town of KOSSUTH Wards 1-3,25,9,6
MANITOWOC,Town of LIBERTY Wards 1-2,25,9,6
MANITOWOC,"Town of MANITOWOC RAPIDS Wards 1,2,3,4",25,9,6
MANITOWOC,Town of MANITOWOC Wards 1-2,25,9,6
MANITOWOC,Town of NEWTON Wards 1-3,25,9,6
MANITOWOC,Town of ROCKLAND Wards 1-2,25,9,6
MANITOWOC,Village of CLEVELAND Wards 1-2,25,9,6
MANITOWOC,Village of FRANCIS CREEK Ward 1,25,9,6
MANITOWOC,Village of KELLNERSVILLE Ward 1,25,9,6
MANITOWOC,Village of REEDSVILLE Wards 1-2,25,9,6
MANITOWOC,Village of ST. NAZIANZ Ward 1,25,9,6
MANITOWOC,Village of VALDERS Ward 1,25,9,6
MANITOWOC,Village of WHITELAW Ward 1,25,9,6
SHEBOYGAN,City of SHEBOYGAN FALLS Wards 1-10,26,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 10,26,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 11,26,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 12,26,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 13,26,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 14,26,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 15,26,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 16,26,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 17,26,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 18,26,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 19,26,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 20,26,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 6,26,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 9,26,9,6
SHEBOYGAN,Town of HOLLAND Wards 1-3,26,9,6
SHEBOYGAN,Town of LIMA Wards 1-4,26,9,6
SHEBOYGAN,Town of LYNDON Wards 1-3,26,9,6
SHEBOYGAN,Town of SHERMAN Wards 1-2,26,9,6
SHEBOYGAN,Town of WILSON Wards 1-4,26,9,6
SHEBOYGAN,Village of ADELL Ward 1,26,9,6
SHEBOYGAN,Village of CASCADE Ward 1,26,9,6
SHEBOYGAN,Village of CEDAR GROVE Wards 1-3,26,9,6
SHEBOYGAN,Village of OOSTBURG Wards 1-4,26,9,6
SHEBOYGAN,Village of RANDOM LAKE Wards 1-2,26,9,6
SHEBOYGAN,Village of WALDO Ward 1,26,9,6
CALUMET,CITY OF KIEL Ward 7,27,9,6
MANITOWOC,City of KIEL Wards 1-6,27,9,6
MANITOWOC,Town of MEEME Wards 1-2,27,9,6
MANITOWOC,Town of SCHLESWIG Wards 1-2,27,9,6
SHEBOYGAN,City of PLYMOUTH Wards 1-12,27,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 1,27,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 2,27,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 21,27,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 22,27,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 23,27,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 3,27,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 4,27,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 5,27,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 7,27,9,6
SHEBOYGAN,City of SHEBOYGAN Ward 8,27,9,6
SHEBOYGAN,Town of HERMAN Wards 1-3,27,9,6
SHEBOYGAN,Town of MOSEL Ward 1,27,9,6
SHEBOYGAN,Town of PLYMOUTH Wards 1-4,27,9,6
SHEBOYGAN,Town of RHINE Wards 1-3,27,9,6
SHEBOYGAN,Town of SHEBOYGAN FALLS Wards 1-3,27,9,6
SHEBOYGAN,Town of SHEBOYGAN Wards 1-10,27,9,6
SHEBOYGAN,Village of ELKHART LAKE Ward 1,27,9,6
SHEBOYGAN,Village of GLENBEULAH Ward 1,27,9,6
SHEBOYGAN,Village of HOWARDS GROVE Wards 1-4,27,9,6
SHEBOYGAN,Village of KOHLER Wards 1-3,27,9,6
POLK,City of AMERY Wards 1-5,28,10,7
POLK,City of ST. CROIX FALLS Wards 1-4,28,10,7
POLK,Town of ALDEN Wards 1-4,28,10,7
POLK,Town of APPLE RIVER Wards 1-2,28,10,7
POLK,Town of BALSAM LAKE Wards 1-2,28,10,7
POLK,Town of BEAVER Ward 1,28,10,7
POLK,Town of BLACK BROOK Wards 1-2,28,10,7
POLK,Town of BONE LAKE Ward 1,28,10,7
POLK,Town of CLAM FALLS Ward 1,28,10,7
POLK,Town of CLAYTON Ward 1,28,10,7
POLK,Town of EUREKA Wards 1-2,28,10,7
POLK,Town of FARMINGTON Wards 1-3,28,10,7
POLK,"Town of GARFIELD Wards 1,2",28,10,7
POLK,Town of GEORGETOWN Wards 1-2,28,10,7
POLK,Town of JOHNSTOWN Ward 1,28,10,7
POLK,Town of LAKETOWN Ward 1,28,10,7
POLK,Town of LINCOLN Wards 1-4,28,10,7
POLK,Town of LORAIN Ward 1,28,10,7
POLK,Town of LUCK Wards 1-2,28,10,7
POLK,Town of MCKINLEY Ward 1,28,10,7
POLK,Town of MILLTOWN Wards 1-2,28,10,7
POLK,Town of OSCEOLA Wards 1-5,28,10,7
POLK,Town of ST. CROIX FALLS Wards 1-3,28,10,7
POLK,Town of STERLING Ward 1,28,10,7
POLK,Town of WEST SWEDEN Ward 1,28,10,7
POLK,Village of BALSAM LAKE Ward 1,28,10,7
POLK,Village of CENTURIA Ward 1,28,10,7
POLK,Village of CLAYTON Ward 1,28,10,7
POLK,Village of DRESSER Ward 1,28,10,7
POLK,Village of FREDERIC Wards 1-2,28,10,7
POLK,Village of LUCK Wards 1-2,28,10,7
POLK,Village of MILLTOWN Ward 1,28,10,7
POLK,Village of OSCEOLA Wards 1-3,28,10,7
ST. CROIX,City of NEW RICHMOND Wards 1-12,28,10,7
ST. CROIX,Town of STAR PRAIRIE Wards 1-6,28,10,7
ST. CROIX,Village of SOMERSET Wards 1-4,28,10,7
DUNN,City of MENOMONIE Ward 6,29,10,3
DUNN,City of MENOMONIE Wards 1-2,29,10,3
DUNN,City of MENOMONIE Wards 10-11,29,10,3
DUNN,City of MENOMONIE Wards 3-4,29,10,3
DUNN,"City of MENOMONIE Wards 5,7",29,10,3
DUNN,City of MENOMONIE Wards 8-9,29,10,3
DUNN,Town of COLFAX Wards 1-3,29,10,3
DUNN,Town of ELK MOUND Wards 1-3,29,10,3
DUNN,Town of HAY RIVER Wards 1-2,29,10,3
DUNN,Town of LUCAS Ward 1,29,10,3
DUNN,Town of MENOMONIE Wards 1-5,29,10,3
DUNN,Town of NEW HAVEN Ward 1,29,10,3
DUNN,Town of RED CEDAR Wards 1-4,29,10,3
DUNN,Town of SHERIDAN Ward 1,29,10,3
DUNN,Town of SHERMAN Wards 1-2,29,10,3
DUNN,Town of STANTON Ward 1,29,10,3
DUNN,Town of TAINTER Wards 1-4,29,10,3
DUNN,Town of TIFFANY Wards 1-2,29,10,3
DUNN,Town of WILSON Ward 1,29,10,3
DUNN,Village of BOYCEVILLE Wards 1-2,29,10,3
DUNN,Village of COLFAX Wards 1-2,29,10,3
DUNN,Village of DOWNING Ward 1,29,10,3
