county,rep_unit,total,lafollete,loudenbeck,harmon,mcfarland,SCATTERING
ROCK,City of BELOIT Ward 24,2,0,2,0,0,0
ROCK,City of BELOIT Ward 25,0,0,0,0,0,0
ROCK,City of BELOIT Ward 26,0,0,0,0,0,0
ROCK,City of BELOIT Ward 27,135,71,60,3,1,0
ROCK,City of BELOIT Ward 28,165,78,83,2,2,0
ROCK,City of BELOIT Ward 29,3,3,0,0,0,0
ROCK,City of BELOIT Ward 30,2,0,2,0,0,0
ROCK,City of BELOIT Ward 31,1,0,1,0,0,0
ROCK,CITY OF BRODHEAD Wards 7-8,41,29,11,1,0,0
ROCK,City of EDGERTON Wards 1-6,2489,1571,818,51,49,0
ROCK,"City of EVANSVILLE Wards 1,2,3,4,5,6,7,8",2596,1732,776,57,31,0
ROCK,City of JANESVILLE Ward 1,1081,618,432,16,15,0
ROCK,City of JANESVILLE Ward 2,955,587,332,21,13,2
ROCK,City of JANESVILLE Ward 3,767,513,223,18,13,0
ROCK,City of JANESVILLE Ward 4,452,288,137,9,18,0
ROCK,City of JANESVILLE Ward 5,773,420,315,18,20,0
ROCK,City of JANESVILLE Ward 6,1270,676,551,28,15,0
ROCK,City of JANESVILLE Ward 7,2,0,2,0,0,0
ROCK,City of JANESVILLE Ward 8,1157,682,447,18,10,0
ROCK,City of JANESVILLE Ward 9,829,460,326,26,16,1
ROCK,City of JANESVILLE Ward 10,1053,558,466,15,14,0
ROCK,City of JANESVILLE Ward 11,832,469,330,18,15,0
ROCK,City of JANESVILLE Ward 12,0,0,0,0,0,0
ROCK,City of JANESVILLE Ward 13,88,54,30,2,2,0
ROCK,City of JANESVILLE Ward 14,788,518,232,22,16,0
ROCK,City of JANESVILLE Ward 15,1399,824,536,19,20,0
ROCK,City of JANESVILLE Ward 16,1185,701,444,22,18,0
ROCK,City of JANESVILLE Ward 17,1305,698,573,27,7,0
ROCK,City of JANESVILLE Ward 18,396,225,160,9,2,0
ROCK,City of JANESVILLE Ward 19,970,517,430,9,14,0
ROCK,City of JANESVILLE Ward 20,182,111,68,1,2,0
ROCK,City of JANESVILLE Ward 21,0,0,0,0,0,0
ROCK,City of JANESVILLE Ward 22,890,515,351,13,11,0
ROCK,City of JANESVILLE Ward 23,434,236,191,5,2,0
ROCK,City of JANESVILLE Ward 24,464,264,182,13,5,0
ROCK,City of JANESVILLE Ward 25,0,0,0,0,0,0
ROCK,City of JANESVILLE Ward 26,1186,690,465,16,15,0
ROCK,City of JANESVILLE Ward 27,1003,617,342,16,27,1
ROCK,City of JANESVILLE Ward 28,697,405,276,5,11,0
ROCK,City of JANESVILLE Ward 29,211,101,104,4,2,0
ROCK,City of JANESVILLE Ward 30,1207,704,472,17,13,1
ROCK,City of JANESVILLE Ward 31,835,517,296,12,10,0
ROCK,City of JANESVILLE Ward 32,967,437,508,14,8,0
ROCK,City of JANESVILLE Ward 33,1105,584,500,15,6,0
ROCK,City of JANESVILLE Ward 34,1378,662,681,21,14,0
ROCK,City of JANESVILLE Ward 35,19,9,9,0,1,0
ROCK,City of JANESVILLE Ward 36,0,0,0,0,0,0
ROCK,City of JANESVILLE Ward 37,0,0,0,0,0,0
ROCK,City of MILTON Wards 1-11,2587,1418,1049,71,47,2
RUSK,Town of ATLANTA Wards 1-3,306,81,218,3,4,0
RUSK,Town of BIG BEND Wards 1-2,287,89,189,5,4,0
RUSK,Town of BIG FALLS Ward 1,83,27,51,3,2,0
RUSK,Town of CEDAR RAPIDS Ward 1,24,5,17,1,1,0
RUSK,Town of DEWEY Ward 1,301,104,191,3,3,0
RUSK,Town of FLAMBEAU Wards 1-3,486,142,335,6,3,0
RUSK,Town of GRANT Wards 1-6,332,104,217,6,4,1
RUSK,Town of GROW Wards 1-2,185,31,149,1,4,0
RUSK,Town of HAWKINS Ward 1,57,20,36,1,0,0
RUSK,Town of HUBBARD Ward 1,96,27,67,0,2,0
RUSK,Town of LAWRENCE Ward 1,135,34,99,1,1,0
RUSK,Town of MARSHALL Wards 1-3,191,33,154,2,2,0
RUSK,Town of MURRY Ward 1,105,37,63,4,1,0
RUSK,Town of RICHLAND Wards 1-2,94,31,60,1,2,0
RUSK,Town of RUSK Ward 1,329,123,198,7,1,0
RUSK,Town of SOUTH FORK Ward 1,56,17,35,1,3,0
RUSK,Town of STRICKLAND Wards 1-2,144,52,91,1,0,0
RUSK,Town of STUBBS Wards 1-2,292,103,180,6,3,0
RUSK,Town of THORNAPPLE Wards 1-5,375,86,273,8,8,0
RUSK,Town of TRUE Ward 1,133,45,86,0,2,0
RUSK,Town of WASHINGTON Ward 1,212,78,127,2,5,0
RUSK,Town of WILKINSON Ward 1,32,7,24,1,0,0
RUSK,Town of WILLARD Ward 1,244,77,161,2,4,0
RUSK,Town of WILSON Ward 1,69,16,50,2,1,0
RUSK,Village of BRUCE Wards 1-2,297,105,177,6,8,1
RUSK,Village of CONRATH Ward 1,32,15,16,0,1,0
RUSK,Village of GLEN FLORA Ward 1,29,10,18,0,1,0
RUSK,Village of HAWKINS Ward 1,131,52,72,3,4,0
RUSK,Village of INGRAM Ward 1,27,10,16,1,0,0
RUSK,Village of SHELDON Ward 1,97,29,65,1,2,0
RUSK,Village of TONY Ward 1,44,10,32,1,1,0
RUSK,Village of WEYERHAEUSER Wards 1-2,94,30,61,1,2,0
RUSK,City of LADYSMITH Wards 1-15,1055,442,570,21,22,0
ST. CROIX,Town of BALDWIN Wards 1-2,502,132,352,12,6,0
ST. CROIX,Town of CADY Ward 1,404,109,282,9,3,1
ST. CROIX,Town of CYLON Ward 1,316,86,217,7,6,0
ST. CROIX,Town of EAU GALLE Wards 1-2,596,180,396,14,6,0
ST. CROIX,Town of EMERALD Ward 1,349,96,240,8,5,0
ST. CROIX,Town of ERIN PRAIRIE Ward 1,347,118,215,12,2,0
ST. CROIX,Town of FOREST Ward 1,307,65,235,6,1,0
ST. CROIX,Town of GLENWOOD Ward 1,347,91,240,10,6,0
ST. CROIX,Town of HAMMOND Wards 1-3,1222,332,842,37,11,0
ST. CROIX,Town of HUDSON Wards 1-14,4508,1743,2581,137,47,0
ST. CROIX,Town of KINNICKINNIC Wards 1-3,979,363,572,30,14,0
ST. CROIX,Town of PLEASANT VALLEY Ward 1,295,98,188,7,2,0
ST. CROIX,Town of RICHMOND Wards 1-6,1800,563,1166,53,18,0
ST. CROIX,Town of RUSH RIVER Ward 1,270,79,180,3,8,0
ST. CROIX,Town of ST. JOSEPH Wards 1-6,2338,921,1322,60,35,0
ST. CROIX,Town of SOMERSET Wards 1-6,2390,719,1584,61,26,0
ST. CROIX,Town of SPRINGFIELD Ward 1,436,133,282,13,8,0
ST. CROIX,Town of STANTON Wards 1-2,447,152,281,10,4,0
ST. CROIX,Town of STAR PRAIRIE Wards 1-6,1807,516,1205,54,30,2
ST. CROIX,Town of TROY Wards 1-8,3011,1213,1679,73,46,0
ST. CROIX,Town of WARREN Wards 1-3,860,306,520,24,10,0
ST. CROIX,Village of BALDWIN Wards 1-6,1623,590,954,43,35,1
ST. CROIX,Village of DEER PARK Ward 1,95,20,69,4,2,0
ST. CROIX,Village of HAMMOND Wards 1-4,758,331,391,26,9,1
ST. CROIX,Village of NORTH HUDSON Wards 1-6,2035,924,1017,60,33,1
ST. CROIX,Village of ROBERTS Wards 1-4,782,299,434,29,20,0
ST. CROIX,Village of SOMERSET Wards 1-4,1077,363,648,33,33,0
ST. CROIX,Village of STAR PRAIRIE Ward 1,252,86,145,14,7,0
ST. CROIX,VILLAGE OF SPRING VALLEY Ward 3,3,0,3,0,0,0
ST. CROIX,Village of WILSON Ward 1,80,18,58,1,3,0
ST. CROIX,Village of WOODVILLE Wards 1-2,476,160,286,14,16,0
ST. CROIX,City of GLENWOOD CITY Wards 1-2,448,148,278,14,8,0
ST. CROIX,City of HUDSON Wards 1-2,921,406,464,36,15,0
ST. CROIX,City of HUDSON Wards 3-4,987,441,513,20,12,1
ST. CROIX,City of HUDSON Wards 5-6,1302,650,603,34,15,0
ST. CROIX,City of HUDSON Wards 7-8,1116,537,540,24,15,0
ST. CROIX,City of HUDSON Wards 9-10,1168,689,412,45,22,0
ST. CROIX,City of HUDSON Wards 11-12,1325,671,609,32,13,0
ST. CROIX,City of NEW RICHMOND Wards 1-12,3899,1677,2036,121,64,1
ST. CROIX,CITY OF RIVER FALLS Wards 1-5,1927,1016,797,68,46,0
SAUK,Town of BARABOO Wards 1-5,968,473,462,18,15,0
SAUK,Town of BEAR CREEK Ward 1,311,141,163,5,2,0
SAUK,Town of DELLONA Wards 1-3,888,356,505,14,13,0
SAUK,Town of DELTON Wards 1-3,631,300,309,12,10,0
SAUK,Town of DELTON Ward 4,418,198,211,4,5,0
SAUK,Town of EXCELSIOR Wards 1-3,857,369,467,11,10,0
SAUK,Town of FAIRFIELD Wards 1-2,610,289,306,7,8,0
SAUK,"Town of FRANKLIN Wards 1,2",343,141,194,7,1,0
SAUK,Town of FREEDOM Wards 1-2,247,91,144,7,5,0
SAUK,Town of GREENFIELD Ward 1,545,275,255,11,4,0
SAUK,Town of HONEY CREEK Wards 1-3,391,191,190,5,5,0
SAUK,Town of HONEY CREEK Ward 4,0,0,0,0,0,0
SAUK,Town of IRONTON Ward 1,213,74,134,4,1,0
SAUK,Town of IRONTON Ward 2,42,14,27,1,0,0
SAUK,Town of LA VALLE Wards 1-3,846,315,514,10,7,0
SAUK,Town of MERRIMAC Wards 1-2,735,367,349,10,9,0
SAUK,Town of PRAIRIE DU SAC Wards 1-2,564,265,279,9,11,0
SAUK,Town of REEDSBURG Wards 1-3,575,217,344,7,7,0
SAUK,Town of SPRING GREEN Wards 1-3,958,500,432,10,16,0
SAUK,Town of SUMPTER Wards 1-3,327,154,163,4,6,0
SAUK,Town of TROY Ward 1,415,172,222,19,2,0
SAUK,Town of TROY Ward 2,3,1,2,0,0,0
SAUK,Town of WASHINGTON Wards 1-2,322,107,204,4,7,0
SAUK,Town of WESTFIELD Ward 1,248,74,164,8,2,0
SAUK,Town of WINFIELD Ward 1,460,172,277,7,4,0
SAUK,Town of WOODLAND Ward 1,385,154,221,4,6,0
SAUK,VILLAGE OF CAZENOVIA Ward 2,7,4,3,0,0,0
SAUK,Village of IRONTON Ward 1,87,24,60,1,2,0
SAUK,"Village of LAKE DELTON Wards 1,3-6",844,371,452,9,12,0
SAUK,Village of LAKE DELTON Ward 2,243,124,111,6,2,0
SAUK,Village of LAVALLE Ward 1,122,39,81,1,1,0
SAUK,Village of LIME RIDGE Ward 1,70,35,34,0,1,0
SAUK,Village of LOGANVILLE Ward 1,128,47,78,2,1,0
SAUK,Village of MERRIMAC Ward 1,270,145,112,7,6,0
SAUK,Village of NORTH FREEDOM Ward 1,214,96,106,6,6,0
SAUK,Village of PLAIN Ward 1,373,165,191,10,7,0
SAUK,Village of PRAIRIE DU SAC Wards 1-7,2201,1317,800,46,38,0
SAUK,Village of ROCK SPRINGS Ward 1,128,43,76,6,3,0
SAUK,"Village of SAUK CITY Wards 1,2,3,4,5",1659,1016,584,35,24,0
SAUK,Village of SPRING GREEN Wards 1-2,872,597,241,19,15,0
SAUK,Village of WEST BARABOO Wards 1-2,590,308,255,15,12,0
SAUK,City of BARABOO Wards 1-15,4933,2811,1907,119,96,0
SAUK,City of REEDSBURG Wards 1-16,3536,1642,1755,79,60,0
SAUK,"CITY OF WISCONSIN DELLS Wards 4,8",109,49,56,1,3,0
SAWYER,Town of BASS LAKE Wards 1-5,1080,566,482,16,15,1
SAWYER,Town of COUDERAY Ward 1,141,66,66,3,6,0
SAWYER,Town of DRAPER Ward 1,140,65,71,1,3,0
SAWYER,Town of EDGEWATER Wards 1-2,349,98,244,6,1,0
SAWYER,"Town of HAYWARD Wards 1,2,3,4,5,6,7",1628,695,899,12,22,0
SAWYER,Town of HUNTER Ward 1,364,159,200,1,4,0
SAWYER,Town of LENROOT Wards 1-2,771,344,413,6,8,0
SAWYER,Town of MEADOWBROOK Ward 1,77,16,57,2,2,0
SAWYER,Town of METEOR Ward 1,97,27,63,1,6,0
SAWYER,Town of OJIBWA Wards 1-2,178,62,112,1,3,0
SAWYER,Town of RADISSON Wards 1-2,218,72,137,5,4,0
SAWYER,Town of ROUND LAKE Wards 1-2,723,282,427,8,4,2
SAWYER,Town of SAND LAKE Ward 1,498,203,280,9,6,0
SAWYER,Town of SPIDER LAKE Ward 1,307,130,174,2,1,0
SAWYER,Town of WEIRGOR Ward 1,189,55,132,1,1,0
SAWYER,Town of WINTER Wards 1-2,540,190,339,8,3,0
SAWYER,Village of COUDERAY Ward 1,41,12,28,0,1,0
SAWYER,Village of EXELAND Ward 1,77,30,46,1,0,0
SAWYER,Village of RADISSON Ward 1,66,24,40,0,2,0
SAWYER,Village of WINTER Ward 1,124,50,70,2,2,0
SAWYER,"City of HAYWARD Wards 1,2,3,4,5",906,379,503,15,9,0
SHAWANO,Town of ALMON Ward 1,268,55,203,3,7,0
SHAWANO,Town of ANGELICA Wards 1-3,885,220,644,13,8,0
SHAWANO,Town of ANIWA Ward 1,253,54,190,4,5,0
SHAWANO,Town of BARTELME Ward 1,266,184,68,6,8,0
SHAWANO,Town of BELLE PLAINE Wards 1-4,916,271,618,17,10,0
SHAWANO,Town of BIRNAMWOOD Ward 1,330,104,219,4,3,0
SHAWANO,Town of FAIRBANKS Ward 1,268,47,212,3,6,0
SHAWANO,Town of GERMANIA Ward 1,152,39,111,2,0,0
SHAWANO,Town of GRANT Ward 1,417,71,330,11,5,0
SHAWANO,Town of GREEN VALLEY Wards 1-2,517,107,390,14,6,0
SHAWANO,Town of HARTLAND Wards 1-2,364,64,288,5,7,0
SHAWANO,Town of HERMAN Wards 1-2,337,83,239,9,6,0
SHAWANO,Town of HUTCHINS Ward 1,254,55,193,5,1,0
SHAWANO,Town of LESSOR Wards 1-2,637,132,490,12,3,0
SHAWANO,Town of MAPLE GROVE Ward 1,476,136,329,6,5,0
SHAWANO,Town of MORRIS Wards 1-2,203,63,134,3,3,0
SHAWANO,Town of NAVARINO Wards 1-2,215,49,151,10,5,0
SHAWANO,Town of PELLA Ward 1,463,97,347,14,5,0
SHAWANO,Town of RED SPRINGS Wards 1-2,405,207,177,13,8,0
SHAWANO,Town of RICHMOND Wards 1-3,969,233,718,11,7,0
SHAWANO,Town of SENECA Ward 1,253,71,169,2,11,0
SHAWANO,Town of WASHINGTON Wards 1-4,961,279,659,10,13,0
SHAWANO,Town of WAUKECHON Wards 1-2,503,121,364,12,6,0
SHAWANO,Town of WESCOTT Wards 1-5,1597,500,1049,24,24,0
SHAWANO,Town of WITTENBERG Wards 1-2,401,132,257,9,3,0
SHAWANO,Village of ANIWA Ward 1,88,30,53,4,1,0
SHAWANO,Village of BIRNAMWOOD Ward 1,279,92,167,13,7,0
SHAWANO,Village of BONDUEL Wards 1-2,600,143,434,15,8,0
SHAWANO,Village of BOWLER Wards 1-2,98,40,54,3,1,0
SHAWANO,Village of CECIL Ward 1,276,78,196,0,2,0
SHAWANO,Village of ELAND Ward 1,103,47,49,5,2,0
SHAWANO,Village of GRESHAM Ward 1,209,83,116,4,6,0
SHAWANO,Village of MATTOON Ward 1,139,33,95,5,6,0
SHAWANO,"VILLAGE OF PULASKI Wards 4,7",63,22,40,0,1,0
SHAWANO,Village of TIGERTON Ward 1,291,105,173,10,3,0
SHAWANO,Village of WITTENBERG Wards 1-2,320,108,192,9,11,0
SHAWANO,CITY OF MARION Ward 4,9,3,6,0,0,0
SHAWANO,City of SHAWANO Wards 1-2,525,209,297,8,11,0
SHAWANO,City of SHAWANO Wards 3-4,497,194,287,8,8,0
SHAWANO,City of SHAWANO Wards 5-6,444,183,236,12,13,0
SHAWANO,City of SHAWANO Wards 7-8,390,161,200,18,11,0
SHAWANO,City of SHAWANO Wards 9-10,620,270,329,9,12,0
SHAWANO,City of SHAWANO Wards 11-12,547,225,299,17,6,0
SHEBOYGAN,Town of GREENBUSH Wards 1-3,854,261,565,13,14,1
SHEBOYGAN,Town of HERMAN Wards 1-3,927,228,657,26,16,0
SHEBOYGAN,Town of HOLLAND Wards 1-3,1373,312,1030,17,14,0
SHEBOYGAN,Town of LIMA Wards 1-4,1621,385,1183,31,22,0
SHEBOYGAN,Town of LYNDON Wards 1-3,871,246,586,21,18,0
SHEBOYGAN,Town of MITCHELL Wards 1-3,682,183,464,22,13,0
SHEBOYGAN,Town of MOSEL Ward 1,417,130,273,9,5,0
SHEBOYGAN,Town of PLYMOUTH Wards 1-4,1771,552,1170,28,21,0
SHEBOYGAN,Town of RHINE Wards 1-3,1331,475,821,17,18,0
SHEBOYGAN,Town of RUSSELL Ward 1,193,49,142,2,0,0
SHEBOYGAN,Town of SCOTT Wards 1-3,1033,220,788,16,8,1
SHEBOYGAN,Town of SHEBOYGAN Wards 1-10,4378,1825,2407,89,56,1
SHEBOYGAN,Town of SHEBOYGAN FALLS Wards 1-3,986,282,671,15,18,0
SHEBOYGAN,Town of SHERMAN Wards 1-2,858,178,660,14,6,0
SHEBOYGAN,Town of WILSON Wards 1-4,2122,837,1231,26,26,2
SHEBOYGAN,Village of ADELL Ward 1,244,55,184,3,2,0
SHEBOYGAN,Village of CASCADE Ward 1,345,94,233,8,10,0
SHEBOYGAN,Village of CEDAR GROVE Wards 1-3,1113,215,864,26,8,0
SHEBOYGAN,Village of ELKHART LAKE Ward 1,660,315,323,8,14,0
SHEBOYGAN,Village of GLENBEULAH Ward 1,235,88,137,5,5,0
SHEBOYGAN,Village of HOWARDS GROVE Wards 1-4,1786,632,1095,30,28,1
SHEBOYGAN,Village of KOHLER Wards 1-3,1221,501,671,37,12,0
SHEBOYGAN,Village of OOSTBURG Wards 1-4,1734,271,1414,37,12,0
SHEBOYGAN,Village of RANDOM LAKE Wards 1-2,810,242,534,24,10,0
SHEBOYGAN,Village of WALDO Ward 1,235,65,159,6,5,0
SHEBOYGAN,City of PLYMOUTH Wards 1-12,4106,1753,2189,93,71,0
SHEBOYGAN,City of SHEBOYGAN Ward 1,1101,566,508,11,15,1
SHEBOYGAN,City of SHEBOYGAN Ward 2,1084,549,494,23,18,0
SHEBOYGAN,City of SHEBOYGAN Ward 3,910,482,397,19,12,0
SHEBOYGAN,City of SHEBOYGAN Ward 4,1235,688,503,28,15,1
SHEBOYGAN,City of SHEBOYGAN Ward 5,702,390,272,23,17,0
SHEBOYGAN,City of SHEBOYGAN Ward 6,988,626,311,22,28,1
SHEBOYGAN,City of SHEBOYGAN Ward 7,639,336,274,14,15,0
SHEBOYGAN,City of SHEBOYGAN Ward 8,610,324,237,19,30,0
SHEBOYGAN,City of SHEBOYGAN Ward 9,451,238,194,12,7,0
SHEBOYGAN,City of SHEBOYGAN Ward 10,943,465,437,26,15,0
SHEBOYGAN,City of SHEBOYGAN Ward 11,547,288,220,20,19,0
SHEBOYGAN,City of SHEBOYGAN Ward 12,914,449,433,20,12,0
SHEBOYGAN,City of SHEBOYGAN Ward 13,594,363,189,19,22,1
SHEBOYGAN,City of SHEBOYGAN Ward 14,603,323,259,6,15,0
SHEBOYGAN,City of SHEBOYGAN Ward 15,601,330,244,11,16,0
SHEBOYGAN,City of SHEBOYGAN Ward 16,1030,537,441,25,26,1
SHEBOYGAN,City of SHEBOYGAN Ward 17,879,472,369,25,13,0
SHEBOYGAN,City of SHEBOYGAN Ward 18,910,439,428,20,23,0
SHEBOYGAN,City of SHEBOYGAN Ward 19,764,391,345,19,9,0
SHEBOYGAN,City of SHEBOYGAN Ward 20,1142,518,582,23,17,2
SHEBOYGAN,City of SHEBOYGAN Ward 21,428,192,205,13,17,1
SHEBOYGAN,City of SHEBOYGAN Ward 22,0,0,0,0,0,0
SHEBOYGAN,City of SHEBOYGAN Ward 23,0,0,0,0,0,0
SHEBOYGAN,City of SHEBOYGAN FALLS Wards 1-10,3980,1614,2210,88,67,1
TAYLOR,Town of AURORA Ward 1,152,17,131,2,2,0
TAYLOR,Town of BROWNING Ward 1,400,75,317,6,2,0
TAYLOR,Town of CHELSEA Ward 1,350,81,263,3,3,0
TAYLOR,Town of CLEVELAND Ward 1,123,29,92,0,2,0
TAYLOR,Town of DEER CREEK Ward 1,289,52,224,5,8,0
TAYLOR,Town of FORD Ward 1,114,26,86,2,0,0
TAYLOR,Town of GOODRICH Ward 1,252,42,206,3,1,0
TAYLOR,Town of GREENWOOD Ward 1,321,72,243,6,0,0
TAYLOR,Town of GROVER Ward 1,128,24,104,0,0,0
TAYLOR,Town of HAMMEL Wards 1-2,376,79,284,7,6,0
TAYLOR,Town of HOLWAY Ward 1,251,44,194,10,3,0
TAYLOR,Town of JUMP RIVER Ward 1,143,38,103,1,1,0
TAYLOR,Town of LITTLE BLACK Wards 1-2,501,127,358,8,8,0
TAYLOR,Town of MAPLEHURST Ward 1,147,31,112,1,3,0
TAYLOR,Town of MCKINLEY Ward 1,171,25,140,2,4,0
TAYLOR,Town of MEDFORD Wards 1-3,1248,278,936,22,12,0
TAYLOR,Town of MOLITOR Ward 1,184,49,127,5,3,0
TAYLOR,Town of PERSHING Ward 1,73,27,45,0,1,0
TAYLOR,Town of RIB LAKE Wards 1-2,379,86,275,9,9,0
TAYLOR,Town of ROOSEVELT Ward 1,157,42,104,4,7,0
TAYLOR,Town of TAFT Ward 1,133,37,89,2,5,0
TAYLOR,Town of WESTBORO Ward 1,357,69,282,3,3,0
TAYLOR,Village of GILMAN Ward 1,159,54,96,6,3,0
TAYLOR,Village of LUBLIN Ward 1,47,12,33,2,0,0
TAYLOR,Village of RIB LAKE Ward 1,303,79,208,11,5,0
TAYLOR,Village of STETSONVILLE Ward 1,223,57,154,7,5,0
TAYLOR,"City of MEDFORD Wards 1,2,3,4,5,6,7,8",1637,638,944,33,22,0
TREMPEALEAU,Town of ALBION Wards 1-2,318,97,213,6,2,0
TREMPEALEAU,Town of ARCADIA Wards 1-4,793,248,525,8,11,1
TREMPEALEAU,Town of BURNSIDE Ward 1,174,71,98,1,4,0
TREMPEALEAU,Town of CALEDONIA Ward 1,443,158,275,2,8,0
TREMPEALEAU,Town of CHIMNEY ROCK Ward 1,138,49,88,0,1,0
TREMPEALEAU,Town of DODGE Ward 1,222,76,138,3,5,0
TREMPEALEAU,Town of ETTRICK Wards 1-2,643,252,371,10,10,0
TREMPEALEAU,Town of GALE Wards 1-2,878,325,518,25,10,0
TREMPEALEAU,Town of HALE Wards 1-2,541,189,326,14,12,0
TREMPEALEAU,Town of LINCOLN Wards 1-4,286,106,160,13,7,0
TREMPEALEAU,Town of PIGEON Wards 1-2,315,133,174,4,4,0
TREMPEALEAU,Town of PRESTON Wards 1-3,390,140,238,10,2,0
TREMPEALEAU,Town of SUMNER Wards 1-2,420,150,245,17,8,0
TREMPEALEAU,Town of TREMPEALEAU Wards 1-3,973,398,551,11,13,0
TREMPEALEAU,Town of UNITY Wards 1-2,274,94,169,5,6,0
TREMPEALEAU,Village of ELEVA Ward 1,273,118,145,5,4,1
TREMPEALEAU,Village of ETTRICK Ward 1,228,87,134,5,2,0
TREMPEALEAU,Village of PIGEON FALLS Ward 1,170,80,82,5,3,0
TREMPEALEAU,Village of STRUM Wards 1-2,438,203,220,12,3,0
TREMPEALEAU,Village of TREMPEALEAU Wards 1-2,899,395,472,18,13,1
TREMPEALEAU,City of ARCADIA Wards 1-3,582,213,341,13,15,0
TREMPEALEAU,City of BLAIR Wards 1-3,397,184,201,6,6,0
TREMPEALEAU,City of GALESVILLE Wards 1-3,705,319,354,23,9,0
TREMPEALEAU,City of INDEPENDENCE Wards 1-3,372,143,213,10,6,0
TREMPEALEAU,City of OSSEO Wards 1-3,727,331,357,19,20,0
TREMPEALEAU,City of WHITEHALL Wards 1-3,565,268,276,12,9,0
VERNON,"Town of BERGEN Wards 1,2",722,332,365,15,10,0
VERNON,Town of CHRISTIANA Wards 1-3,480,185,278,11,6,0
VERNON,Town of CLINTON Wards 1-2,217,97,114,4,2,0
VERNON,Town of COON Wards 1-2,411,198,202,6,4,1
VERNON,Town of FOREST Ward 1,233,88,137,6,2,0
VERNON,Town of FRANKLIN Wards 1-2,528,216,289,12,11,0
VERNON,Town of GENOA Wards 1-2,357,165,180,7,5,0
VERNON,Town of GREENWOOD Ward 1,179,61,111,4,3,0
VERNON,Town of HAMBURG Wards 1-2,511,203,290,11,6,1
VERNON,Town of HARMONY Ward 1,319,127,179,5,8,0
VERNON,"Town of HILLSBORO Wards 1,2",311,92,211,4,4,0
VERNON,"Town of JEFFERSON Wards 1,2",577,262,292,15,8,0
VERNON,Town of KICKAPOO Wards 1-2,246,125,111,8,2,0
VERNON,Town of LIBERTY Ward 1,191,91,86,9,5,0
VERNON,Town of STARK Ward 1,203,103,94,4,2,0
VERNON,Town of STERLING Ward 1,286,86,191,8,1,0
VERNON,Town of UNION Wards 1-3,196,97,90,4,5,0
VERNON,"Town of VIROQUA Wards 1,2,3",937,438,468,19,11,1
VERNON,Town of WEBSTER Wards 1-2,301,160,115,11,15,0
VERNON,Town of WHEATLAND Ward 1,314,136,169,6,3,0
VERNON,Town of WHITESTOWN Wards 1-2,225,94,121,8,2,0
VERNON,Village of CHASEBURG Ward 1,129,51,69,3,6,0
VERNON,Village of COON VALLEY Ward 1,372,188,170,9,5,0
VERNON,Village of DE SOTO Ward 1,112,55,52,2,3,0
VERNON,Village of GENOA Ward 1,107,57,47,1,2,0
VERNON,Village of LA FARGE Ward 1,306,134,161,6,5,0
VERNON,Village of ONTARIO Ward 1,166,51,107,3,5,0
VERNON,Village of READSTOWN Ward 1,136,58,74,3,1,0
VERNON,Village of STODDARD Ward 1,374,166,191,7,10,0
VERNON,VILLAGE OF VIOLA Ward 1,71,31,37,3,0,0
VERNON,City of HILLSBORO Wards 1-4,503,211,259,17,16,0
VERNON,City of VIROQUA Wards 1-9,2104,1242,749,57,56,0
VERNON,"City of WESTBY Wards 1,2,3",977,501,434,19,23,0
VILAS,Town of ARBOR VITAE Wards 1-7,1883,700,1128,29,26,0
VILAS,Town of BOULDER JUNCTION Wards 1-2,744,280,445,8,11,0
VILAS,Town of CLOVERLAND Wards 1-2,727,232,474,15,6,0
VILAS,Town of CONOVER Wards 1-2,828,271,530,14,13,0
VILAS,Town of LAC DU FLAMBEAU Wards 1-7,1345,737,572,15,21,0
VILAS,Town of LAND O-LAKES Wards 1-2,568,175,383,5,5,0
VILAS,Town of LINCOLN Wards 1-5,1480,472,967,28,13,0
VILAS,Town of MANITOWISH WATERS Ward 1,510,143,350,9,8,0
VILAS,Town of PHELPS Wards 1-2,777,217,538,11,11,0
VILAS,Town of PLUM LAKE Ward 1,397,147,235,7,8,0
VILAS,Town of PRESQUE ISLE Wards 1-2,546,208,327,2,9,0
VILAS,Town of ST. GERMAIN Wards 1-2,1239,418,789,18,12,2
VILAS,Town of WASHINGTON Wards 1-3,1038,343,669,15,10,1
VILAS,Town of WINCHESTER Ward 1,332,115,212,2,3,0
VILAS,City of EAGLE RIVER Wards 1-5,686,274,389,18,5,0
WALWORTH,Town of BLOOMFIELD Wards 1-2,616,230,364,12,10,0
WALWORTH,Town of DARIEN Wards 1-3,723,176,530,6,11,0
WALWORTH,Town of DELAVAN Wards 1-9,2474,864,1549,34,25,2
WALWORTH,Town of EAST TROY Wards 1-6,2374,631,1670,48,24,1
WALWORTH,Town of EAST TROY Ward 7,1,0,1,0,0,0
WALWORTH,Town of GENEVA Wards 1-10,2751,980,1688,53,30,0
WALWORTH,Town of LAFAYETTE Wards 1-3,1115,339,752,19,5,0
WALWORTH,Town of LA GRANGE Wards 1-3,1360,437,882,26,15,0
WALWORTH,"Town of LINN Wards 1-4,6",1098,345,729,12,12,0
WALWORTH,Town of LINN Ward 5,249,82,162,3,2,0
WALWORTH,Town of LYONS Wards 1-7,1716,544,1126,24,22,0
WALWORTH,Town of RICHMOND Wards 1-3,981,348,608,12,12,1
